,nombre,precio,tipo,enlace,modelo,an,brand,prices.amountMax,prices.amountMin,prices.isSale
137,"Giannis Immortality ""Force Field""",80,Calzado de básquetbol,https://www.nike.com/us/es/t/calzado-de-básquetbol-giannis-immortality-force-field-p9QlJF/DH4470-001,others,2021,nike,80.0,80.0,False
138,Nike Free Metcon 4,120,Calzado de entrenamiento,https://www.nike.com/us/es/t/calzado-de-entrenamiento-free-metcon-4-KX41Bv/CT3886-074,others,2021,nike,120.0,120.0,False
139,Nike SB Bruin React,100,Calzado de skateboarding,https://www.nike.com/us/es/t/calzado-de-skateboarding-sb-bruin-react-phlCDx/CJ1661-400,sb skate,2021,nike,100.0,100.0,False
140,Jordan Delta 2,130,Calzado para mujer,https://www.nike.com/us/es/t/calzado-jordan-delta-2-Grvr95/CW0913-600,others,2021,nike,130.0,130.0,False
141,Nike Mercurial Vapor 14 Pro FG,140,Calzado de fútbol para terreno firme,https://www.nike.com/us/es/t/calzado-de-fútbol-para-terreno-firme-mercurial-vapor-14-pro-fg-LLcLV8/CU5693-004,others,2021,nike,140.0,140.0,False
142,Nike Blazer Mid '77 Cozi By You,130,Calzado personalizado,https://www.nike.com/us/es/u/custom-nike-blazer-77-cozi-by-you-10001133/5049009507,others,2021,nike,130.0,130.0,False
143,Nike Air Zoom Winflo 7,79.97$90,Calzado de running en carretera para mujer,https://www.nike.com/us/es/t/calzado-de-running-de-carretera-air-zoom-winflo-6-16bfpz/CJ0302-107,az winflo,2021,nike,90.0,79.97,True
144,Nike Air Max Viva,140,Calzado para mujer,https://www.nike.com/us/es/t/calzado-air-max-viva-HsZhsK/DB5268-003,air max,2021,nike,140.0,140.0,False
145,Nike Air Force 1 Low Unlocked,130,Calzado para mujer personalizado,https://www.nike.com/us/es/u/custom-nike-air-force-1-unlocked-by-you-10001146/8786777453,others,2021,nike,130.0,130.0,False
146,Nike Winflo 8,90,Calzado de running en carretera para mujer,https://www.nike.com/us/es/t/calzado-de-running-de-carretera-winflo-8-nhbfG4/CW3421-500,az winflo,2021,nike,90.0,90.0,False
147,Nike Air Zoom Structure 24,120,Calzado de running de carretera para mujer,https://www.nike.com/us/es/t/calzado-de-running-de-carretera-air-zoom-structure-24-MRJzXW/DA8570-100,az structure,2021,nike,120.0,120.0,False
148,Nike Metcon 7 X,140,Calzado de entrenamiento,https://www.nike.com/us/es/t/calzado-de-entrenamiento-metcon-7-10-P0238b/DA8110-721,others,2021,nike,140.0,140.0,False
149,Nike Renew Elevate 2,80,Calzado de básquetbol,https://www.nike.com/us/es/t/calzado-de-básquetbol-renew-elevate-2-v0S9N8/CW3406-006,others,2021,nike,80.0,80.0,False
150,Nike Metcon 6,130,Calzado de entrenamiento,https://www.nike.com/us/es/t/calzado-de-entrenamiento-metcon-6-mv1qKX/DJ3019-106,others,2021,nike,130.0,130.0,False
151,Nike Epic React Flyknit 2,119.97$150,Calzado de running para mujer,https://www.nike.com/us/es/t/calzado-de-running-epic-react-flyknit-2-5ZJ3Wx/BQ8927-011,others,2021,nike,150.0,119.97,True
152,Nike Air Zoom Pulse,120,Calzado,https://www.nike.com/us/es/t/calzado-air-zoom-pulse-xlmwMX/CT1629-100,others,2021,nike,120.0,120.0,False
153,NikeCourt Air Max Volley,90,Calzado de tenis para cancha dura para mujer,https://www.nike.com/us/es/t/calzado-de-tenis-de-cancha-dura-court-air-max-volley-RzhPd3/CU4275-199,air max,2021,nike,90.0,90.0,False
154,Nike Flex Experience Run 10,54.97$65,Calzado de running en carretera para mujer,https://www.nike.com/us/es/t/calzado-de-running-en-carretera-flex-experience-run-10-NPqDgV/CI9964-600,flex experience,2021,nike,65.0,54.97,True
155,Nike SB BLZR Court,65,Calzado de skateboarding,https://www.nike.com/us/es/t/calzado-de-skateboarding-sb-blzr-court-R6bVLk/CV1658-002,sb skate,2021,nike,65.0,65.0,False
156,Nike Blazer Mid '77 SE,110,Calzado para mujer,https://www.nike.com/us/es/t/calzado-blazer-mid-77-se-F2jmJF/DA8736-101,others,2021,nike,110.0,110.0,False
157,Nike SB Zoom Blazer Low Pro GT,80,Calzado de skateboarding,https://www.nike.com/us/es/t/calzado-de-skateboarding-sb-zoom-blazer-low-pro-gt-wWkbwv/DC7695-401,sb skate,2021,nike,80.0,80.0,False
158,Kyrie Low 4,110,Calzado de básquetbol,https://www.nike.com/us/es/t/calzado-de-básquetbol-kyrie-low-4-zwSncK/CW3985-006,others,2021,nike,110.0,110.0,False
159,Nike Mercurial Superfly 8 Pro FG,150,Calzado de fútbol para terreno firme,https://www.nike.com/us/es/t/calzado-de-fútbol-para-terreno-firme-mercurial-superfly-8-pro-fg-hpgDrm/CV0961-760,others,2021,nike,150.0,150.0,False
160,PG 5,110,Calzado de básquetbol,https://www.nike.com/us/es/t/calzado-de-básquetbol-pg-5-9zqWmn/CW3143-101,others,2021,nike,110.0,110.0,False
161,Nike Revolution 5,59.97$65,Calzado de running en carretera para mujer,https://www.nike.com/us/es/t/calzado-de-running-para-carretera-revolution-5-hC41Vf/BQ3207-109,others,2021,nike,65.0,59.97,True
162,Nike Crater Remixa,70,Calzado para mujer,https://www.nike.com/us/es/t/calzado-crater-remixa-0mKQDz/DA1468-003,others,2021,nike,70.0,70.0,False
163,Nike SB Zoom Verona Slip x Leo Baker,69.97$80,Calzado de skateboarding,https://www.nike.com/us/es/t/calzado-de-skateboarding-sb-zoom-verona-slip-10-leo-baker-1s8svf/DC4231-400,sb skate,2021,nike,80.0,69.97,True
164,KD14,150,Calzado de básquetbol,https://www.nike.com/us/es/t/calzado-de-básquetbol-kd14-jpGCSF/CW3935-002,others,2021,nike,150.0,150.0,False
165,Nike Waffle One By You,130,Calzado para mujer personalizado,https://www.nike.com/us/es/u/custom-nike-waffle-one-by-you-10001097/8354433467,others,2021,nike,130.0,130.0,False
166,Nike Quest 4,75,Calzado de running en carretera para mujer,https://www.nike.com/us/es/t/calzado-de-running-para-carretera-quest-4-LM6nH6/DA1106-600,others,2021,nike,75.0,75.0,False
167,NikeCourt Air Zoom GP Turbo,140,Calzado de tenis para cancha dura para mujer,https://www.nike.com/us/es/t/calzado-de-tenis-para-cancha-dura-court-air-zoom-gp-turbo-mVBZTQ/CK7580-104,court tennis,2021,nike,140.0,140.0,False
168,Nike Offcourt,35,Chancla para mujer,https://www.nike.com/us/es/t/chancla-offcourt-7KqTNW/BQ4632-011,court tennis,2021,nike,35.0,35.0,False
169,Nike Victory G Lite,70,Calzado de golf (ancho),https://www.nike.com/us/es/t/calzado-de-golf-victory-g-lite-dP6w32/CW8227-024,others,2021,nike,70.0,70.0,False
170,Nike Tanjun,65,Calzado para mujer,https://www.nike.com/us/es/t/calzado-tanjun-lj1St1/DJ6257-001,others,2021,nike,65.0,65.0,False
171,Nike Air Max 97 By You,190,Calzado para mujer personalizado,https://www.nike.com/us/es/u/custom-nike-air-force-97-by-you-10001073/2531708525,air max,2021,nike,190.0,190.0,False
172,Nike Air Max 270 G,150,Calzado de golf,https://www.nike.com/us/es/t/calzado-de-golf-air-max-270-g-xvxwdZ/CK6483-600,air max,2021,nike,150.0,150.0,False
173,Nike ZoomX SuperRep Surge,140,Calzado de resistencia para mujer,https://www.nike.com/us/es/t/calzado-de-resistencia-zoomx-superrep-surge-33NTNV/CK9406-049,others,2021,nike,140.0,140.0,False
174,Nike Mercurial Superfly 8 Academy By You,110,Calzado de fútbol personalizado,https://www.nike.com/us/es/u/custom-nike-mercurial-superfly-8-academy-by-you-10001028/5142813898,others,2021,nike,110.0,110.0,False
175,Nike Air Zoom Pegasus 38 Shield By You,165,Calzado de running personalizado acondicionado para el clima para mujer,https://www.nike.com/us/es/u/custom-nike-air-zoom-pegasus-38-shield-by-you-10001130/3855843886,pegasus,2021,nike,165.0,165.0,False
176,Nike Free Run 5.0,100,Calzado de running en carretera para mujer,https://www.nike.com/us/es/t/calzado-de-running-para-carretera-free-run-5-4p06QJ/CZ1891-001,others,2021,nike,100.0,100.0,False
177,PG 5 (Team),110,Calzado de básquetbol,https://www.nike.com/us/es/t/calzado-de-básquetbol-pg-5-team-pNPfKx/DA7758-001,others,2021,nike,110.0,110.0,False
178,"Kyrie 7 ""Chinese New Year""",140,Calzado de básquetbol,https://www.nike.com/us/es/t/calzado-de-básquetbol-kyrie-7-chinese-new-year-nNMZ3b/CQ9326-006,others,2021,nike,140.0,140.0,False
179,Nike Air Zoom Infinity Tour,160,Calzado de golf,https://www.nike.com/us/es/t/calzado-de-golf-air-zoom-infinity-tour-d6B7Jt/CT0540-110,others,2021,nike,160.0,160.0,False
180,Nike Phantom GT Elite Dynamic Fit 3D FG,223.97$275,Calzado de fútbol para terreno firme,https://www.nike.com/us/es/t/calzado-de-fútbol-para-terreno-firme-phantom-gt-elite-dynamic-fit-3d-fg-SBzbds/CZ3458-467,others,2021,nike,275.0,223.97,True
181,Nike Flex Run 2021,80,Calzado de running en carretera para mujer,https://www.nike.com/us/es/t/calzado-de-running-de-carretera-flex-run-2021-BX87Mk/CW3409-503,others,2021,nike,80.0,80.0,False
182,Nike Waffle Racer Crater,100,Calzado para mujer,https://www.nike.com/us/es/t/calzado-waffle-racer-crater-6MvdVq/CT1983-104,racing,2021,nike,100.0,100.0,False
183,"LeBron 18 ""White/Black/Gold""",142.97$200,Calzado de básquetbol,https://www.nike.com/us/es/t/calzado-de-básquetbol-lebron-18-white-black-gold-jgn5lq/CQ9283-100,others,2021,nike,200.0,142.97,True
184,Nike Waffle One Exeter Edition,100,Calzado para mujer,https://www.nike.com/us/es/t/calzado-waffle-one-exeter-edition-tMp85x/DM8114-800,others,2021,nike,100.0,100.0,False
185,Nike Mercurial Superfly 8 Club MG,65,Calzado de fútbol para terrenos múltiples,https://www.nike.com/us/es/t/calzado-de-fútbol-para-terrenos-múltiples-mercurial-superfly-8-club-mg-7PmR02/CV0852-004,others,2021,nike,65.0,65.0,False
186,Nike Air Zoom Pegasus 38 By You,140,Calzado de running en carretera para mujer,https://www.nike.com/us/es/u/custom-nike-air-zoom-pegasus-38-by-you-10001129/2297768760,pegasus,2021,nike,140.0,140.0,False
187,Nike Air Max Excee,90,Calzado para mujer,https://www.nike.com/us/es/t/calzado-air-max-excee-CJQSQJ/CD5432-115,air max,2021,nike,90.0,90.0,False
188,NikeCourt Vapor Lite,80,Calzado de tenis para cancha dura para mujer,https://www.nike.com/us/es/t/calzado-de-tenis-para-cancha-dura-court-vapor-lite-BBDkwS/DC3431-033,court tennis,2021,nike,80.0,80.0,False
189,Nike Air Zoom Tempo NEXT% Flyknit,200,Calzado de running en carretera para mujer,https://www.nike.com/us/es/t/calzado-de-running-de-carretera-air-zoom-tempo-next-flyknit-HjCjr0/DJ5431-100,others,2021,nike,200.0,200.0,False
190,Kyrie 7 (Team),130,Calzado de básquetbol,https://www.nike.com/us/es/t/calzado-de-básquetbol-kyrie-7-team-fFvVZg/DA7767-006,others,2021,nike,130.0,130.0,False
191,Nike Tiempo Legend 8 Pro TF,72.97$120,Calzado de fútbol para terreno artificial,https://www.nike.com/us/es/t/calzado-de-fútbol-para-césped-deportivo-artificial-tiempo-legend-8-pro-tf-qqBgGv/AT6136-090,others,2021,nike,120.0,72.97,False
192,Nike Lunar Hyperdiamond 3 Pro,75,Calzado de softball para mujer,https://www.nike.com/us/es/t/calzado-de-softball-lunar-hyperdiamond-3-pro-fCgcpn/CD0110-106,lunar running,2021,nike,75.0,75.0,False
193,Nike Air Rift Breathe,85.97$100,Calzado para mujer,https://www.nike.com/us/es/t/calzado-air-rift-breathe-MJp31C/848386-100,others,2021,nike,100.0,85.97,False
194,Shimano SM-SH51,18,Tapones SPD,https://www.nike.com/us/es/t/tapones-spd-para-shimano-sm-sh51-PTnLlJ/SMSH51-010,others,2021,nike,18.0,18.0,False
195,Nike Phantom GT Elite By You,270,Calzado de fútbol para terreno firme personalizado,https://www.nike.com/us/es/u/custom-nike-phantom-gt-elite-by-you-10000990/8014884521,others,2021,nike,270.0,270.0,False
196,Nike Zoom Rival M 9,65,Calzado de clavos para eventos múltiples de pista y campo,https://www.nike.com/us/es/t/calzado-de-clavos-para-eventos-múltiples-de-pista-y-campo-zoom-rival-1000-9-mCJ29r/AH1020-406,others,2021,nike,65.0,65.0,False
197,Nike Mercurial Superfly 8 Elite KM FG,295,Calzado de fútbol para terreno firme,https://www.nike.com/us/es/t/calzado-de-fútbol-para-terreno-firme-mercurial-superfly-8-elite-km-fg-1qbK5x/DB2859-506,others,2021,nike,295.0,295.0,False
198,Nike Free TR8,100,"Calzado para el gimnasio, HIIT y cross-training para mujer",https://www.nike.com/us/es/t/calzado-para-el-gimnasio-hiit-y-cross-training-free-tr8-9O38Er/942888-005,others,2021,nike,100.0,100.0,False
199,Nike Spike-Flat,72.97$100,Calzado para distancia de pista y campo,https://www.nike.com/us/es/t/calzado-para-distancia-de-pista-y-campo-spike-flat-TQddcH/AQ3610-800,others,2021,nike,100.0,72.97,False
200,Nike Phantom GT Elite By You,270,Calzado de fútbol para terreno firme personalizado,https://www.nike.com/us/es/u/custom-nike-phantom-gt-elite-by-you-10000982/9663720862,others,2021,nike,270.0,270.0,False
201,Nike Manoa LTR,80,Calzado para niños talla grande,https://www.nike.com/us/es/t/calzado-talla-grande-manoa-ltr-1KKTsH/BQ5372-001,others,2021,nike,80.0,80.0,False
202,Nike Waffle Trainer 2,100,Calzado para mujer,https://www.nike.com/us/es/launch/r/DO2372-737,others,2021,nike,100.0,100.0,False
203,Nike Mercurial Superfly 8 Elite By You,280,Calzado de fútbol personalizado,https://www.nike.com/us/es/u/custom-nike-mercurial-superfly-8-elite-by-you-10001026/5744534550,others,2021,nike,280.0,280.0,False
204,Nike React Miler 2 By You,150,Calzado de running en carretera para mujer,https://www.nike.com/us/es/u/custom-nike-react-miler-2-by-you-10001064/2841083365,others,2021,nike,150.0,150.0,False
205,Nike Air Zoom Tempo Next% FlyEase,200,Calzado de running de carretera para hombre fácil de poner y quitar,https://www.nike.com/us/es/t/calzado-de-running-de-carretera-fácil-de-poner-y-quitar-air-zoom-tempo-next-flyease-jrvsrL/DJ5435-100,others,2021,nike,200.0,200.0,False
206,NIke Air Max Plus Premium,170,Calzado para mujer,https://www.nike.com/us/es/t/calzado-air-max-plus-premium-NNRknk/848891-100,air max,2021,nike,170.0,170.0,False
207,Nike Blazer Mid ’77 Vintage By You,120,Calzado personalizado,https://www.nike.com/us/es/u/custom-nike-blazer-mid-77-vintage-by-you-10001139/3744749022,others,2021,nike,120.0,120.0,False
208,Nike ZoomX Vaporfly NEXT% 2,250,Calzado de carrera para mujer,https://www.nike.com/us/es/t/calzado-de-carrera-de-carretera-zoomx-vaporfly-next-2-qTXVnn/DM9056-100,others,2021,nike,250.0,250.0,False
209,Nike Air Zoom Victory Tour 2,180,Calzado de golf (ancho),https://www.nike.com/us/es/t/calzado-de-golf-air-zoom-victory-tour-2-2FGG2s/CW8189-008,others,2021,nike,180.0,180.0,False
210,Nike Air Zoom Pegasus 38,130,Calzado de running en carretera para hombre,https://www.nike.com/us/es/t/calzado-de-running-de-carretera-air-zoom-pegasus-38-lq7PZZ/DM7602-001,pegasus,2021,nike,130.0,130.0,False
211,Nike Metcon 7,130,Calzado de entrenamiento,https://www.nike.com/us/es/t/calzado-de-entrenamiento-metcon-7-0l6Psg/CZ8281-100,others,2021,nike,130.0,130.0,False
212,Nike Metcon 7 By You,160,Calzado de entrenamiento para mujer personalizado,https://www.nike.com/us/es/u/custom-nike-metcon-7-by-you-10001102/2131195270,others,2021,nike,160.0,160.0,False
213,Nike Phantom GT Elite By You,280,Calzado de fútbol para terreno firme personalizado,https://www.nike.com/us/es/u/custom-nike-phantom-gt-elite-by-you-10000983/5979373746,others,2021,nike,280.0,280.0,False
214,Nike SB Shane,80,Calzado de skateboarding,https://www.nike.com/us/es/t/calzado-de-skateboarding-sb-shane-Cj0plV/BV0657-010,sb skate,2021,nike,80.0,80.0,False
215,Nike Precision 5,70,Calzado de básquetbol,https://www.nike.com/us/es/t/calzado-de-básquetbol-precision-5-PKN7Vk/CW3403-003,others,2021,nike,70.0,70.0,False
216,Nike Tiempo Legend 9 Elite FG,230,Calzado de fútbol para terreno firme,https://www.nike.com/us/es/t/calzado-de-fútbol-para-terreno-firme-tiempo-legend-9-elite-fg-JnRvNX/CZ8482-121,others,2021,nike,230.0,230.0,False
217,"LeBron 18 Low ""Summer Refresh""",103.97$160,Calzado de básquetbol,https://www.nike.com/us/es/t/calzado-de-básquetbol-lebron-18-low-grSm2X/CV7562-003,others,2021,nike,160.0,103.97,True
218,Nike Air Presto By You,150,Calzado para mujer personalizado,https://www.nike.com/us/es/u/air-presto-id-shoe-10001144/5784886427,others,2021,nike,150.0,150.0,False
219,Nike Alpha Huarache Elite 3 Turf,80,Calzado de softball para mujer,https://www.nike.com/us/es/t/calzado-de-softball-alpha-huarache-elite-3-turf-V8m7gC/CZ0103-102,others,2021,nike,80.0,80.0,False
220,Nike Air Max 90 SE,130,Calzado para mujer,https://www.nike.com/us/es/t/calzado-air-max-90-se-88FSQ7/CV8824-100,air max,2021,nike,130.0,130.0,False
221,Nike Venture Runner,70,Calzado para mujer,https://www.nike.com/us/es/t/calzado-venture-runner-sG1WLs/CK2948-104,others,2021,nike,70.0,70.0,False
222,Jordan Air Mae,180,Calzado para mujer,https://www.nike.com/us/es/t/calzado-jordan-air-mae-V9jWQQ/CT4539-600,others,2021,nike,180.0,180.0,False
223,Nike Revolution 5 EXT,53.97$65,Calzado de running en carretera para mujer,https://www.nike.com/us/es/t/calzado-de-running-para-carretera-revolution-5-ext-004j1t/CZ8590-002,others,2021,nike,65.0,53.97,True
224,Nike Zoom Rival M 9,31.97$65,Calzado de clavos para eventos múltiples de pista y campo para mujer,https://www.nike.com/us/es/t/calzado-de-clavos-para-eventos-múltiples-de-pista-y-campo-zoom-rival-1000-9-4zzqnw/AH1021-800,others,2021,nike,65.0,31.97,True
225,Nike React Vision By You,150,Calzado Lifestyle para mujer personalizado,https://www.nike.com/us/es/u/custom-nike-react-vision-by-you-10000928/4045823626,others,2021,nike,150.0,150.0,False
226,Nike Air Zoom Pegasus 38 FlyEase,120,Calzado de running de carretera fácil de poner y quitar para mujer (ancho),https://www.nike.com/us/es/t/calzado-de-running-de-carretera-fácil-de-poner-y-quitar-air-zoom-pegasus-38-flyease-LflhT7/DA6700-700,pegasus,2021,nike,120.0,120.0,False
227,Nike Romaleos 4,200,Calzado de entrenamiento,https://www.nike.com/us/es/t/calzado-de-entrenamiento-romaleos-4-r7zff9/CD3463-707,others,2021,nike,200.0,200.0,False
228,Nike Alpha Huarache Elite 3 Low,90,Calzado de béisbol,https://www.nike.com/us/es/t/calzado-de-béisbol-alpha-huarache-elite-3-low-Fj7KdM/CK0746-800,others,2021,nike,90.0,90.0,False
229,Nike SB Chron 2,70,Calzado de skateboarding,https://www.nike.com/us/es/t/calzado-de-skateboarding-sb-chron-2-71Mh0H/DM3493-500,sb skate,2021,nike,70.0,70.0,False
230,Nike Air Zoom Vomero 16,150,Calzado de running en carretera para mujer,https://www.nike.com/us/es/t/calzado-de-running-en-carretera-air-zoom-vomero-16-L5HVRd/DA7698-001,others,2021,nike,150.0,150.0,False
231,NikeCourt Air Zoom GP Turbo Naomi Osaka,150,Calzado de tenis para cancha dura para mujer,https://www.nike.com/us/es/t/calzado-de-tenis-para-cancha-dura-court-air-zoom-gp-turbo-naomi-osaka-b6pbVp/DC9164-100,court tennis,2021,nike,150.0,150.0,False
232,"Nike Cosmic Unity ""Amalgam""",144.97$160,Calzado de básquetbol,https://www.nike.com/us/es/t/calzado-de-básquetbol-cosmic-unity-amalgam-nDHKr4/DA6725-500,others,2021,nike,160.0,144.97,True
233,Nike Daybreak,90,Calzado para mujer,https://www.nike.com/us/es/t/calzado-daybreak-qLjcF9/CK2351-104,others,2021,nike,90.0,90.0,False
234,Nike Renew Serenity Run,80,Calzado de running en carretera para mujer,https://www.nike.com/us/es/t/calzado-de-running-de-carretera-renew-serenity-run-gLp1sv/DB0522-002,others,2021,nike,80.0,80.0,False
235,Nike Celso Girl,19.97$24,Chancla para mujer,https://www.nike.com/us/es/t/tanga-celso-girl-9AwYMr/314870-011,others,2021,nike,24.0,19.97,True
236,Zoom Freak 2,95.97$120,Calzado de básquetbol,https://www.nike.com/us/es/t/calzado-de-básquetbol-zoom-freak-2-RxdZ5p/CW3162-800,others,2021,nike,120.0,95.97,False
237,Nike Court Legacy Canvas,60,Calzado para mujer,https://www.nike.com/us/es/t/calzado-court-legacy-canvas-TfvTbR/CZ0294-101,court tennis,2021,nike,60.0,60.0,False
238,LeBron Witness 4,100,Calzado de básquetbol,https://www.nike.com/us/es/t/calzado-de-básquetbol-lebron-witness-4-7zfgGM/BV7427-200,others,2021,nike,100.0,100.0,False
239,Kyrie Flytrap 5,90,Calzado de básquetbol,https://www.nike.com/us/es/t/calzado-de-básquetbol-kyrie-flytrap-5-SVdwHV/CZ4100-002,others,2021,nike,90.0,90.0,False
240,KD14 (equipo),150,Calzado de básquetbol,https://www.nike.com/us/es/t/calzado-de-básquetbol-kd14-equipo-tc80Lp/DA7850-001,others,2021,nike,150.0,150.0,False
241,Nike Benassi Duo Ultra,40,Chancla para mujer,https://www.nike.com/us/es/t/sandalia-benassi-duo-ultra-KyTDpnWq/819717-010,others,2021,nike,40.0,40.0,False
242,Nike Air Force 1 High Utility 2.0,110,Bota para mujer,https://www.nike.com/us/es/t/bota-air-force-1-high-utility-2-jLkHtj/DC3584-001,others,2021,nike,110.0,110.0,False
243,Nike Zoom Rival S 9,65,Calzado de clavos para carreras rápidas de pista y campo,https://www.nike.com/us/es/t/calzado-de-clavos-para-carreras-rápidas-de-pista-y-campo-zoom-rival-s-9-ZwTJlgk3/907564-406,others,2021,nike,65.0,65.0,False
244,Nike Air Max 1 LV8,150,Calzado para hombre,https://www.nike.com/us/es/t/calzado-air-max-1-lv8-jkNkJH/DH4059-100,air max,2021,nike,150.0,150.0,False
245,Nike Savaleos,120,Calzado de levantamiento de pesas,https://www.nike.com/us/es/t/calzado-de-levantamiento-de-pesas-savaleos-zvPDl7/CV5708-007,others,2021,nike,120.0,120.0,False
246,Nike Legend Essential 2 Premium,60,Calzado de entrenamiento para mujer,https://www.nike.com/us/es/t/calzado-de-entrenamiento-legend-essential-2-premium-pvvmXq/CZ3668-100,others,2021,nike,60.0,60.0,False
247,Kyrie Low 4 (Team),110,Calzado de básquetbol,https://www.nike.com/us/es/t/calzado-de-básquetbol-kyrie-low-4-team-BfSqhh/DA7803-002,others,2021,nike,110.0,110.0,False
248,Nike Metcon 6 Premium,90.97$140,Calzado de entrenamiento,https://www.nike.com/us/es/t/calzado-de-entrenamiento-metcon-6-premium-pmJNs1/DJ0766-001,others,2021,nike,140.0,90.97,False
249,Nike React HyperSet,125,Calzado para cancha cubierta para mujer,https://www.nike.com/us/es/t/calzado-para-cancha-cubierta-react-hyperset-Hp4LWJ/CI2956-141,others,2021,nike,125.0,125.0,False
250,Nike Air Max 2090,91.97$150,Calzado para mujer,https://www.nike.com/us/es/t/calzado-air-max-2090-nk9ZbX/CV8727-600,air max,2021,nike,150.0,91.97,False
251,Nike Mercurial Superfly 8 Club IC,65,Calzado de fútbol para cancha cubierta,https://www.nike.com/us/es/t/calzado-de-fútbol-para-cancha-cubierta-mercurial-superfly-8-club-ic-WfjhTc/CV0954-004,others,2021,nike,65.0,65.0,False
252,Nike Air Zoom Pegasus 38,120,Calzado de running para mujer,https://www.nike.com/us/es/t/calzado-de-running-air-zoom-pegasus-38-sCLHp5/DC4566-100,pegasus,2021,nike,120.0,120.0,False
253,Nike Mercurial Vapor 14 Elite By You,270,Calzado de fútbol personalizado,https://www.nike.com/us/es/u/custom-nike-mercurial-vapor-14-elite-by-you-10001025/5476640151,others,2021,nike,270.0,270.0,False
254,Nike Blazer Mid '77 Cozi By Ezekiel Elliott,130,Calzado personalizado,https://www.nike.com/us/es/u/custom-nike-blazer-77-cozi-by-you-10001152/2226559527,others,2021,nike,130.0,130.0,False
255,Nike Blazer Mid '77 Suede,100,Calzado,https://www.nike.com/us/es/t/calzado-blazer-mid-77-suede-HxFGDP/CI1172-301,others,2021,nike,100.0,100.0,False
256,Nike Air Max Excee,100,Calzado para mujer,https://www.nike.com/us/es/t/calzado-air-max-excee-b6kVW7/DC9437-100,air max,2021,nike,100.0,100.0,False
257,Nike Infinity G,70,Calzado de golf (ancho),https://www.nike.com/us/es/t/calzado-de-golf-infinity-g-fQX9x6/CT0535-001,others,2021,nike,70.0,70.0,False
258,Nike Air Max Correlate,84.97$95,Calzado para mujer,https://www.nike.com/us/es/t/calzado-air-max-correlate-29Vjp0/511417-040,air max,2021,nike,95.0,84.97,True
259,Nike Air Force 1 Low By You,110,Calzado para mujer personalizado,https://www.nike.com/us/es/u/custom-nike-air-force-1-by-you-10001137/7210164843,others,2021,nike,110.0,110.0,False
260,Nike On Deck,25,Chancla para mujer,https://www.nike.com/us/es/t/chancla-on-deck-cB99q2/CU3959-004,others,2021,nike,25.0,25.0,False
261,Nike Air Max 96 II,160,Calzado para mujer,https://www.nike.com/us/es/t/calzado-air-max-96-2-R2NH1l/DA2230-100,air max,2021,nike,160.0,160.0,False
262,Nike Waffle One Crater,110,Calzado para hombre,https://www.nike.com/us/es/t/calzado-waffle-one-crater-v5WdB3/DC2650-200,others,2021,nike,110.0,110.0,False
263,Nike Phantom GT2 Academy Dynamic Fit IC,85,Calzado de fútbol para cancha cubierta,https://www.nike.com/us/es/t/calzado-de-fútbol-para-cancha-cubierta-phantom-gt2-academy-dynamic-fit-ic-pRGWmv/DM0720-003,others,2021,nike,85.0,85.0,False
264,Nike React Phantom Run Flyknit 2,140,Calzado de running en carretera para mujer,https://www.nike.com/us/es/t/calzado-de-running-para-carretera-react-phantom-run-flyknit-2-65fS2h/DO6698-001,others,2021,nike,140.0,140.0,False
265,Air Jordan 11 Retro,225,Calzado,https://www.nike.com/us/es/launch/r/AR0715-010,others,2021,nike,225.0,225.0,False
266,NikeCourt React Vapor NXT,160,Calzado de tenis para cancha dura para mujer,https://www.nike.com/us/es/t/calzado-de-tenis-para-cancha-dura-court-react-vapor-nxt-j4FPd1/CV0742-114,court tennis,2021,nike,160.0,160.0,False
267,Nike Air Max 2090 EOI,98.97$160,Calzado para hombre,https://www.nike.com/us/es/t/calzado-air-max-2090-eoi-hHt1X0/DA9357-100,air max,2021,nike,160.0,98.97,False
268,Nike Metcon 7 X,140,Calzado de entrenamiento para mujer,https://www.nike.com/us/es/t/calzado-de-entrenamiento-metcon-7-10-XjCqgh/DA9625-121,others,2021,nike,140.0,140.0,False
269,Nike React Infinity Pro,120,Calzado de golf,https://www.nike.com/us/es/t/calzado-de-golf-react-infinity-pro-6mPZ0C/CT6620-109,others,2021,nike,120.0,120.0,False
270,Nike Lahar Low,130,Calzado para mujer,https://www.nike.com/us/es/t/calzado-lahar-low-45P7Zd/DD0060-201,others,2021,nike,130.0,130.0,False
271,Nike SB Zoom Blazer Mid Premium,105,Calzado de skateboarding,https://www.nike.com/us/es/t/calzado-de-skateboarding-sb-zoom-blazer-mid-premium-Gw3b1K/DA8854-300,sb skate,2021,nike,105.0,105.0,False
272,Nike Air Force 1 Low Cozi By You,120,Calzado personalizado,https://www.nike.com/us/es/u/custom-nike-air-force-1-low-cozi-custom-shoe-10001134/5579082219,others,2021,nike,120.0,120.0,False
273,Nike Owaysis,55,Sandalias para mujer,https://www.nike.com/us/es/t/sandalias-owaysis-6DNSmH/CK9283-001,others,2021,nike,55.0,55.0,False
274,Nike SB BLZR Court Mid,70,Calzado de skateboarding,https://www.nike.com/us/es/t/calzado-de-skateboarding-sb-blzr-court-mid-gh1N9T/DC8901-101,sb skate,2021,nike,70.0,70.0,False
