,dateAdded,dateUpdated,brand,categories,primaryCategories,imageURLs,name,prices.amountMax,prices.amountMin,prices.color,prices.condition,prices.currency,prices.dateAdded,prices.dateSeen,prices.isSale,sizes,sourceURLs,date,an,mes,dia,modelo
7930,2017-12-13T11:56:41Z,2018-02-01T07:35:19Z,nike,"Womens,Shoes,Athletic Shoes,Sneakers,Nike",Shoes,"https://media.kohlsimg.com/is/image/kohls/2963978_Silver_Blue?wid=50&hei=50&op_sharpen=1,https://media.kohlsimg.com/is/image/kohls/2963978_Silver_Blue?wid=1000&hei=1000&op_sharpen=1",Nike Initiator Women's Running Shoes,55.0,49.99,White Pink,,USD,2018-01-07T18:39:42Z,"2018-01-02T10:53:00.000Z,2017-12-10T09:01:00.000Z,2017-12-09T18:37:00.000Z,2017-12-07T11:41:00.000Z,2017-12-06T09:58:00.000Z",False,"5 WIDE,7 WIDE,7.5 WIDE,8 WIDE,9.5 WIDE,5,6,7,10 WIDE,5.5,10.5 WIDE,8.5 WIDE,11 WIDE,9 WIDE,6.5,9.5,8.5,7.5,9,6 WIDE,8,10",https://www.kohls.com/product/prd-2963978/nike-initiator-womens-running-shoes.jsp,2018-02-01,2018,02,01,others
7931,2017-12-13T11:56:41Z,2018-02-01T07:35:19Z,nike,"Womens,Shoes,Athletic Shoes,Sneakers,Nike",Shoes,"https://media.kohlsimg.com/is/image/kohls/2963978_Silver_Blue?wid=50&hei=50&op_sharpen=1,https://media.kohlsimg.com/is/image/kohls/2963978_Silver_Blue?wid=1000&hei=1000&op_sharpen=1",Nike Initiator Women's Running Shoes,55.0,41.25,Silver Blue,,USD,2018-01-04T16:32:32Z,"2017-12-30T17:39:00.000Z,2017-12-29T11:55:00.000Z",False,"5 WIDE,7 WIDE,7.5 WIDE,8 WIDE,9.5 WIDE,5,6,7,10 WIDE,5.5,10.5 WIDE,8.5 WIDE,11 WIDE,9 WIDE,6.5,9.5,8.5,7.5,9,6 WIDE,8,10",https://www.kohls.com/product/prd-2963978/nike-initiator-womens-running-shoes.jsp,2018-02-01,2018,02,01,others
7958,2018-01-05T14:53:50Z,2018-01-19T03:32:00Z,nike,"Womens,Shoes,Athletic Shoes,Sneakers,Nike",Shoes,"https://media.kohlsimg.com/is/image/kohls/2493421_Platinum_Red_White?wid=50&hei=50&op_sharpen=1,https://media.kohlsimg.com/is/image/kohls/2493421_Platinum_Red_White?wid=1000&hei=1000&op_sharpen=1,https://media.kohlsimg.com/is/image/kohls/2493421_White_Silver?wid=50&hei=50&op_sharpen=1,https://media.kohlsimg.com/is/image/kohls/2493421_White_Silver?wid=1000&hei=1000&op_sharpen=1",Nike Court Lite Women's Tennis Shoes,65.0,45.5,White Violet Mist,,USD,2018-01-19T03:32:00Z,2018-01-14T09:32:00.000Z,False,"5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12",https://www.kohls.com/product/prd-2493421/nike-court-lite-womens-tennis-shoes.jsp,2018-01-19,2018,01,19,court tennis
7959,2018-01-05T14:53:50Z,2018-01-19T03:32:00Z,nike,"Womens,Shoes,Athletic Shoes,Sneakers,Nike",Shoes,"https://media.kohlsimg.com/is/image/kohls/2493421_Platinum_Red_White?wid=50&hei=50&op_sharpen=1,https://media.kohlsimg.com/is/image/kohls/2493421_Platinum_Red_White?wid=1000&hei=1000&op_sharpen=1,https://media.kohlsimg.com/is/image/kohls/2493421_White_Silver?wid=50&hei=50&op_sharpen=1,https://media.kohlsimg.com/is/image/kohls/2493421_White_Silver?wid=1000&hei=1000&op_sharpen=1",Nike Court Lite Women's Tennis Shoes,65.0,65.0,White Silver,,USD,2018-01-19T03:32:00Z,"2018-01-14T09:32:00.000Z,2018-01-09T13:38:00.000Z,2018-01-05T13:14:00.000Z,2018-01-08T13:43:00.000Z,2018-01-04T10:13:00.000Z,2018-01-07T15:21:00.000Z,2018-01-06T20:00:00.000Z",False,"5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12",https://www.kohls.com/product/prd-2493421/nike-court-lite-womens-tennis-shoes.jsp,2018-01-19,2018,01,19,court tennis
7960,2018-01-05T14:53:50Z,2018-01-19T03:32:00Z,nike,"Womens,Shoes,Athletic Shoes,Sneakers,Nike",Shoes,"https://media.kohlsimg.com/is/image/kohls/2493421_Platinum_Red_White?wid=50&hei=50&op_sharpen=1,https://media.kohlsimg.com/is/image/kohls/2493421_Platinum_Red_White?wid=1000&hei=1000&op_sharpen=1,https://media.kohlsimg.com/is/image/kohls/2493421_White_Silver?wid=50&hei=50&op_sharpen=1,https://media.kohlsimg.com/is/image/kohls/2493421_White_Silver?wid=1000&hei=1000&op_sharpen=1",Nike Court Lite Women's Tennis Shoes,65.0,65.0,White Violet Mist,,USD,2018-01-10T19:32:22Z,2018-01-09T13:38:00.000Z,False,"5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12",https://www.kohls.com/product/prd-2493421/nike-court-lite-womens-tennis-shoes.jsp,2018-01-19,2018,01,19,court tennis
7961,2018-01-05T14:53:50Z,2018-01-19T03:32:00Z,nike,"Womens,Shoes,Athletic Shoes,Sneakers,Nike",Shoes,"https://media.kohlsimg.com/is/image/kohls/2493421_Platinum_Red_White?wid=50&hei=50&op_sharpen=1,https://media.kohlsimg.com/is/image/kohls/2493421_Platinum_Red_White?wid=1000&hei=1000&op_sharpen=1,https://media.kohlsimg.com/is/image/kohls/2493421_White_Silver?wid=50&hei=50&op_sharpen=1,https://media.kohlsimg.com/is/image/kohls/2493421_White_Silver?wid=1000&hei=1000&op_sharpen=1",Nike Court Lite Women's Tennis Shoes,65.0,45.5,Platinum Red White,,USD,2018-01-19T03:32:00Z,2018-01-14T09:32:00.000Z,False,"5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12",https://www.kohls.com/product/prd-2493421/nike-court-lite-womens-tennis-shoes.jsp,2018-01-19,2018,01,19,court tennis
7962,2018-01-05T14:53:50Z,2018-01-19T03:32:00Z,nike,"Womens,Shoes,Athletic Shoes,Sneakers,Nike",Shoes,"https://media.kohlsimg.com/is/image/kohls/2493421_Platinum_Red_White?wid=50&hei=50&op_sharpen=1,https://media.kohlsimg.com/is/image/kohls/2493421_Platinum_Red_White?wid=1000&hei=1000&op_sharpen=1,https://media.kohlsimg.com/is/image/kohls/2493421_White_Silver?wid=50&hei=50&op_sharpen=1,https://media.kohlsimg.com/is/image/kohls/2493421_White_Silver?wid=1000&hei=1000&op_sharpen=1",Nike Court Lite Women's Tennis Shoes,65.0,65.0,White Violet Mist,,USD,2018-01-10T19:32:22Z,"2018-01-09T13:38:00.000Z,2018-01-05T13:14:00.000Z,2018-01-08T13:43:00.000Z,2018-01-04T10:13:00.000Z,2018-01-07T15:21:00.000Z,2018-01-06T20:00:00.000Z",False,"5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12",https://www.kohls.com/product/prd-2493421/nike-court-lite-womens-tennis-shoes.jsp,2018-01-19,2018,01,19,court tennis
7963,2018-01-05T14:53:50Z,2018-01-19T03:32:00Z,nike,"Womens,Shoes,Athletic Shoes,Sneakers,Nike",Shoes,"https://media.kohlsimg.com/is/image/kohls/2493421_Platinum_Red_White?wid=50&hei=50&op_sharpen=1,https://media.kohlsimg.com/is/image/kohls/2493421_Platinum_Red_White?wid=1000&hei=1000&op_sharpen=1,https://media.kohlsimg.com/is/image/kohls/2493421_White_Silver?wid=50&hei=50&op_sharpen=1,https://media.kohlsimg.com/is/image/kohls/2493421_White_Silver?wid=1000&hei=1000&op_sharpen=1",Nike Court Lite Women's Tennis Shoes,65.0,65.0,White Silver,,USD,2018-01-19T03:32:00Z,"2018-01-14T09:32:00.000Z,2018-01-09T13:38:00.000Z",False,"5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12",https://www.kohls.com/product/prd-2493421/nike-court-lite-womens-tennis-shoes.jsp,2018-01-19,2018,01,19,court tennis
7964,2018-01-05T14:53:50Z,2018-01-19T03:32:00Z,nike,"Womens,Shoes,Athletic Shoes,Sneakers,Nike",Shoes,"https://media.kohlsimg.com/is/image/kohls/2493421_Platinum_Red_White?wid=50&hei=50&op_sharpen=1,https://media.kohlsimg.com/is/image/kohls/2493421_Platinum_Red_White?wid=1000&hei=1000&op_sharpen=1,https://media.kohlsimg.com/is/image/kohls/2493421_White_Silver?wid=50&hei=50&op_sharpen=1,https://media.kohlsimg.com/is/image/kohls/2493421_White_Silver?wid=1000&hei=1000&op_sharpen=1",Nike Court Lite Women's Tennis Shoes,65.0,65.0,White Silver,,USD,2018-01-10T19:32:22Z,2018-01-09T13:38:00.000Z,False,"5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12",https://www.kohls.com/product/prd-2493421/nike-court-lite-womens-tennis-shoes.jsp,2018-01-19,2018,01,19,court tennis
7965,2017-08-31T23:53:40Z,2018-02-01T07:34:21Z,nike,"Womens,Shoes,Athletic Shoes,Sneakers,Nike,Clothing,Women's Shoes,Women's Casual Shoes,Women's Athletic Shoes",Shoes,"https://media.kohlsimg.com/is/image/kohls/2734966_Black_White?wid=50&hei=50&op_sharpen=1,https://media.kohlsimg.com/is/image/kohls/2734966_Black_White?wid=1000&hei=1000&op_sharpen=1,https://i5.walmartimages.com/asr/0125ea55-5b7f-4258-814c-82d0e7b958bb_1.0ee5774475fd83f7b50dfe3a72ea848d.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/8bb5fe55-94f0-4df1-9a94-75b8aeaec4b5_1.e99851e6d9bd3d117eecb9e4241c5a6d.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/ef499670-7144-4b4d-87be-829334955ba5_1.1bd0287b9a56316ab90980cef58a35a7.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/7402c261-1754-46b0-8911-12040499b743_1.8a39d658bd91f4617328e53bd6de7f30.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/99c154ef-7010-4e36-ae19-4a882a6cc076_1.9f6fdd1fab1e6e03c758afa5662af1e6.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/b4bde668-21a2-48f5-9130-40fd6dc69af9_1.c24b0260ec8bddcd4d1d7358d97c199d.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/a9d9bada-e964-4bb8-9ee4-8f0ea370361f_1.454a99bcb64123bbcd0e815b1717f7f1.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/58dc25c9-2ef3-4d8d-bb0b-c5f165aee32c_1.903575cf8c23b2263522749793d8c9cc.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF",Nike Flex Experience 6 Women's Running Shoes,65.0,65.0,Black Green Red,,USD,2018-02-01T07:34:21Z,"2018-01-16T10:05:00.000Z,2018-01-09T11:44:00.000Z,2018-01-06T20:23:00.000Z,2018-01-08T10:15:00.000Z,2018-01-07T14:10:00.000Z,2017-12-04T08:14:00.000Z,2017-12-11T12:59:00.000Z,2017-12-10T12:39:00.000Z,2017-12-07T13:53:00.000Z,2017-12-10T02:56:00.000Z,2017-12-05T08:50:00.000Z,2017-11-14T07:50:00.000Z,2017-11-17T11:45:00.000Z,2017-11-12T11:44:00.000Z,2017-11-18T16:02:00.000Z,2017-11-13T10:34:00.000Z,2017-11-11T07:20:00.000Z,2017-11-10T13:05:00.000Z",False,"10.5 WIDE,7 WIDE,7.5 WIDE,8 WIDE,8.5 WIDE,9 WIDE,9.5 WIDE,10 WIDE,11 WIDE,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,12,6 WIDE","https://www.kohls.com/product/prd-2734966/nike-flex-experience-rn-6-womens-running-shoes.jsp,https://www.walmart.com/ip/Nike-Women-s-Flex-Experience-RN-6-Running-Shoe-Black-Chrome-Aurora-Green-Hot-Punch-6/831636807,https://www.walmart.com/ip/Nike-Women-s-Flex-Experience-Rn-6-Running-Shoe/454146334",2018-02-01,2018,02,01,flex experience
7966,2017-08-31T23:53:40Z,2018-02-01T07:34:21Z,nike,"Womens,Shoes,Athletic Shoes,Sneakers,Nike,Clothing,Women's Shoes,Women's Casual Shoes,Women's Athletic Shoes",Shoes,"https://media.kohlsimg.com/is/image/kohls/2734966_Black_White?wid=50&hei=50&op_sharpen=1,https://media.kohlsimg.com/is/image/kohls/2734966_Black_White?wid=1000&hei=1000&op_sharpen=1,https://i5.walmartimages.com/asr/0125ea55-5b7f-4258-814c-82d0e7b958bb_1.0ee5774475fd83f7b50dfe3a72ea848d.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/8bb5fe55-94f0-4df1-9a94-75b8aeaec4b5_1.e99851e6d9bd3d117eecb9e4241c5a6d.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/ef499670-7144-4b4d-87be-829334955ba5_1.1bd0287b9a56316ab90980cef58a35a7.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/7402c261-1754-46b0-8911-12040499b743_1.8a39d658bd91f4617328e53bd6de7f30.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/99c154ef-7010-4e36-ae19-4a882a6cc076_1.9f6fdd1fab1e6e03c758afa5662af1e6.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/b4bde668-21a2-48f5-9130-40fd6dc69af9_1.c24b0260ec8bddcd4d1d7358d97c199d.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/a9d9bada-e964-4bb8-9ee4-8f0ea370361f_1.454a99bcb64123bbcd0e815b1717f7f1.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/58dc25c9-2ef3-4d8d-bb0b-c5f165aee32c_1.903575cf8c23b2263522749793d8c9cc.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF",Nike Flex Experience 6 Women's Running Shoes,65.0,59.99,White Gray,,USD,2017-12-24T22:51:51Z,"2017-12-04T08:14:00.000Z,2017-12-11T12:59:00.000Z,2017-12-10T12:39:00.000Z,2017-12-07T13:53:00.000Z,2017-12-10T02:56:00.000Z,2017-12-05T08:50:00.000Z,2017-11-14T07:50:00.000Z,2017-11-17T11:45:00.000Z,2017-11-12T11:44:00.000Z,2017-11-18T16:02:00.000Z,2017-11-13T10:34:00.000Z,2017-11-11T07:20:00.000Z,2017-11-10T13:05:00.000Z",False,"10.5 WIDE,7 WIDE,7.5 WIDE,8 WIDE,8.5 WIDE,9 WIDE,9.5 WIDE,10 WIDE,11 WIDE,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,12,6 WIDE","https://www.kohls.com/product/prd-2734966/nike-flex-experience-rn-6-womens-running-shoes.jsp,https://www.walmart.com/ip/Nike-Women-s-Flex-Experience-RN-6-Running-Shoe-Black-Chrome-Aurora-Green-Hot-Punch-6/831636807,https://www.walmart.com/ip/Nike-Women-s-Flex-Experience-Rn-6-Running-Shoe/454146334",2018-02-01,2018,02,01,flex experience
