,dateAdded,dateUpdated,brand,categories,primaryCategories,imageURLs,name,prices.amountMax,prices.amountMin,prices.color,prices.condition,prices.currency,prices.dateAdded,prices.dateSeen,prices.isSale,sizes,sourceURLs,date,an,mes,dia,modelo
5728,2017-11-16T22:32:39Z,2018-02-01T07:34:05Z,nike,"Womens,Shoes,Athletic Shoes,Sneakers,Nike",Shoes,"https://media.kohlsimg.com/is/image/kohls/2964392_Black_White?wid=50&hei=50&op_sharpen=1,https://media.kohlsimg.com/is/image/kohls/2964392_Black_White?wid=1000&hei=1000&op_sharpen=1",Nike Air Precision Women's Basketball Shoes,70.0,70.0,Black White,,USD,2018-01-10T19:56:42Z,"2018-01-09T15:21:00.000Z,2018-01-03T10:27:00.000Z,2018-01-02T10:49:00.000Z,2017-12-09T20:40:00.000Z,2017-12-07T09:19:00.000Z,2017-12-08T07:32:00.000Z,2017-11-03T11:23:00.000Z,2017-11-01T09:31:00.000Z,2017-11-04T13:18:00.000Z,2017-10-31T21:10:00.000Z,2017-11-02T09:19:00.000Z",False,"5,5.5,6,6.5,7,8,8.5,9.5,10,10.5,11,9,12,7.5",https://www.kohls.com/product/prd-2964392/nike-air-precision-womens-basketball-shoes.jsp,2018-02-01,2018,02,01,basketball
5729,2017-11-16T22:32:39Z,2018-02-01T07:34:05Z,nike,"Womens,Shoes,Athletic Shoes,Sneakers,Nike",Shoes,"https://media.kohlsimg.com/is/image/kohls/2964392_Black_White?wid=50&hei=50&op_sharpen=1,https://media.kohlsimg.com/is/image/kohls/2964392_Black_White?wid=1000&hei=1000&op_sharpen=1",Nike Air Precision Women's Basketball Shoes,70.0,70.0,Black White,,USD,2018-02-01T07:34:05Z,"2018-01-16T09:48:00.000Z,2018-01-17T15:41:00.000Z,2018-01-09T15:21:00.000Z,2018-01-07T07:13:00.000Z,2018-01-06T17:38:00.000Z,2018-01-08T11:16:00.000Z,2018-01-05T10:12:00.000Z,2018-01-03T10:27:00.000Z,2018-01-02T10:49:00.000Z,2018-01-04T12:18:00.000Z,2017-12-09T20:40:00.000Z,2017-12-07T09:19:00.000Z,2017-12-08T07:32:00.000Z,2017-11-03T11:23:00.000Z,2017-11-01T09:31:00.000Z,2017-11-04T13:18:00.000Z,2017-10-31T21:10:00.000Z,2017-11-02T09:19:00.000Z",False,"5,5.5,6,6.5,7,8,8.5,9.5,10,10.5,11,9,12,7.5",https://www.kohls.com/product/prd-2964392/nike-air-precision-womens-basketball-shoes.jsp,2018-02-01,2018,02,01,basketball
7922,2017-12-13T11:56:41Z,2018-02-01T07:35:19Z,nike,"Womens,Shoes,Athletic Shoes,Sneakers,Nike",Shoes,"https://media.kohlsimg.com/is/image/kohls/2963978_Silver_Blue?wid=50&hei=50&op_sharpen=1,https://media.kohlsimg.com/is/image/kohls/2963978_Silver_Blue?wid=1000&hei=1000&op_sharpen=1",Nike Initiator Women's Running Shoes,55.0,49.99,White Pink,,USD,2017-12-31T08:01:16Z,"2017-12-10T09:01:00.000Z,2017-12-09T18:37:00.000Z,2017-12-07T11:41:00.000Z,2017-12-06T09:58:00.000Z",False,"5 WIDE,7 WIDE,7.5 WIDE,8 WIDE,9.5 WIDE,5,6,7,10 WIDE,5.5,10.5 WIDE,8.5 WIDE,11 WIDE,9 WIDE,6.5,9.5,8.5,7.5,9,6 WIDE,8,10",https://www.kohls.com/product/prd-2963978/nike-initiator-womens-running-shoes.jsp,2018-02-01,2018,02,01,others
7923,2017-12-13T11:56:41Z,2018-02-01T07:35:19Z,nike,"Womens,Shoes,Athletic Shoes,Sneakers,Nike",Shoes,"https://media.kohlsimg.com/is/image/kohls/2963978_Silver_Blue?wid=50&hei=50&op_sharpen=1,https://media.kohlsimg.com/is/image/kohls/2963978_Silver_Blue?wid=1000&hei=1000&op_sharpen=1",Nike Initiator Women's Running Shoes,55.0,41.25,Silver Blue,,USD,2018-01-02T17:28:19Z,"2017-12-19T11:02:00.000Z,2017-12-18T12:36:00.000Z,2017-12-15T13:29:00.000Z,2017-12-11T10:16:00.000Z,2017-12-16T13:07:00.000Z,2017-12-13T13:11:00.000Z,2017-12-14T10:01:00.000Z,2017-12-12T11:16:00.000Z",False,"5 WIDE,7 WIDE,7.5 WIDE,8 WIDE,9.5 WIDE,5,6,7,10 WIDE,5.5,10.5 WIDE,8.5 WIDE,11 WIDE,9 WIDE,6.5,9.5,8.5,7.5,9,6 WIDE,8,10",https://www.kohls.com/product/prd-2963978/nike-initiator-womens-running-shoes.jsp,2018-02-01,2018,02,01,others
7924,2017-12-13T11:56:41Z,2018-02-01T07:35:19Z,nike,"Womens,Shoes,Athletic Shoes,Sneakers,Nike",Shoes,"https://media.kohlsimg.com/is/image/kohls/2963978_Silver_Blue?wid=50&hei=50&op_sharpen=1,https://media.kohlsimg.com/is/image/kohls/2963978_Silver_Blue?wid=1000&hei=1000&op_sharpen=1",Nike Initiator Women's Running Shoes,55.0,55.0,Silver Blue,,USD,2018-02-01T07:35:19Z,"2018-01-16T11:03:00.000Z,2018-01-17T15:33:00.000Z,2018-01-18T09:45:00.000Z,2018-01-09T13:45:00.000Z,2018-01-07T08:55:00.000Z,2018-01-06T16:55:00.000Z,2018-01-04T16:51:00.000Z,2018-01-05T09:47:00.000Z",False,"5 WIDE,7 WIDE,7.5 WIDE,8 WIDE,9.5 WIDE,5,6,7,10 WIDE,5.5,10.5 WIDE,8.5 WIDE,11 WIDE,9 WIDE,6.5,9.5,8.5,7.5,9,6 WIDE,8,10",https://www.kohls.com/product/prd-2963978/nike-initiator-womens-running-shoes.jsp,2018-02-01,2018,02,01,others
7925,2017-12-13T11:56:41Z,2018-02-01T07:35:19Z,nike,"Womens,Shoes,Athletic Shoes,Sneakers,Nike",Shoes,"https://media.kohlsimg.com/is/image/kohls/2963978_Silver_Blue?wid=50&hei=50&op_sharpen=1,https://media.kohlsimg.com/is/image/kohls/2963978_Silver_Blue?wid=1000&hei=1000&op_sharpen=1",Nike Initiator Women's Running Shoes,55.0,55.0,Silver Blue,,USD,2018-02-01T07:35:19Z,"2018-01-16T11:03:00.000Z,2018-01-17T15:33:00.000Z,2018-01-18T09:45:00.000Z,2018-01-07T08:55:00.000Z,2018-01-04T16:51:00.000Z",False,"5 WIDE,7 WIDE,7.5 WIDE,8 WIDE,9.5 WIDE,5,6,7,10 WIDE,5.5,10.5 WIDE,8.5 WIDE,11 WIDE,9 WIDE,6.5,9.5,8.5,7.5,9,6 WIDE,8,10",https://www.kohls.com/product/prd-2963978/nike-initiator-womens-running-shoes.jsp,2018-02-01,2018,02,01,others
7926,2017-12-13T11:56:41Z,2018-02-01T07:35:19Z,nike,"Womens,Shoes,Athletic Shoes,Sneakers,Nike",Shoes,"https://media.kohlsimg.com/is/image/kohls/2963978_Silver_Blue?wid=50&hei=50&op_sharpen=1,https://media.kohlsimg.com/is/image/kohls/2963978_Silver_Blue?wid=1000&hei=1000&op_sharpen=1",Nike Initiator Women's Running Shoes,55.0,55.0,Silver Blue,,USD,2018-01-09T12:26:11Z,"2018-01-06T16:55:00.000Z,2018-01-04T16:51:00.000Z,2018-01-05T09:47:00.000Z",False,"5 WIDE,7 WIDE,7.5 WIDE,8 WIDE,9.5 WIDE,5,6,7,10 WIDE,5.5,10.5 WIDE,8.5 WIDE,11 WIDE,9 WIDE,6.5,9.5,8.5,7.5,9,6 WIDE,8,10",https://www.kohls.com/product/prd-2963978/nike-initiator-womens-running-shoes.jsp,2018-02-01,2018,02,01,others
7927,2017-12-13T11:56:41Z,2018-02-01T07:35:19Z,nike,"Womens,Shoes,Athletic Shoes,Sneakers,Nike",Shoes,"https://media.kohlsimg.com/is/image/kohls/2963978_Silver_Blue?wid=50&hei=50&op_sharpen=1,https://media.kohlsimg.com/is/image/kohls/2963978_Silver_Blue?wid=1000&hei=1000&op_sharpen=1",Nike Initiator Women's Running Shoes,55.0,49.99,Silver Blue,,USD,2017-12-31T08:01:16Z,"2017-12-10T09:01:00.000Z,2017-12-09T18:37:00.000Z,2017-12-07T11:41:00.000Z,2017-12-06T09:58:00.000Z",False,"5 WIDE,7 WIDE,7.5 WIDE,8 WIDE,9.5 WIDE,5,6,7,10 WIDE,5.5,10.5 WIDE,8.5 WIDE,11 WIDE,9 WIDE,6.5,9.5,8.5,7.5,9,6 WIDE,8,10",https://www.kohls.com/product/prd-2963978/nike-initiator-womens-running-shoes.jsp,2018-02-01,2018,02,01,others
7928,2017-12-13T11:56:41Z,2018-02-01T07:35:19Z,nike,"Womens,Shoes,Athletic Shoes,Sneakers,Nike",Shoes,"https://media.kohlsimg.com/is/image/kohls/2963978_Silver_Blue?wid=50&hei=50&op_sharpen=1,https://media.kohlsimg.com/is/image/kohls/2963978_Silver_Blue?wid=1000&hei=1000&op_sharpen=1",Nike Initiator Women's Running Shoes,55.0,49.99,White Pink,,USD,2017-12-24T01:13:27Z,"2017-12-07T11:41:00.000Z,2017-12-06T09:58:00.000Z",False,"5 WIDE,7 WIDE,7.5 WIDE,8 WIDE,9.5 WIDE,5,6,7,10 WIDE,5.5,10.5 WIDE,8.5 WIDE,11 WIDE,9 WIDE,6.5,9.5,8.5,7.5,9,6 WIDE,8,10",https://www.kohls.com/product/prd-2963978/nike-initiator-womens-running-shoes.jsp,2018-02-01,2018,02,01,others
7929,2017-12-13T11:56:41Z,2018-02-01T07:35:19Z,nike,"Womens,Shoes,Athletic Shoes,Sneakers,Nike",Shoes,"https://media.kohlsimg.com/is/image/kohls/2963978_Silver_Blue?wid=50&hei=50&op_sharpen=1,https://media.kohlsimg.com/is/image/kohls/2963978_Silver_Blue?wid=1000&hei=1000&op_sharpen=1",Nike Initiator Women's Running Shoes,55.0,49.99,Silver Blue,,USD,2018-01-08T18:22:56Z,"2018-01-03T13:35:00.000Z,2017-12-10T09:01:00.000Z,2017-12-09T18:37:00.000Z,2017-12-07T11:41:00.000Z,2017-12-06T09:58:00.000Z",False,"5 WIDE,7 WIDE,7.5 WIDE,8 WIDE,9.5 WIDE,5,6,7,10 WIDE,5.5,10.5 WIDE,8.5 WIDE,11 WIDE,9 WIDE,6.5,9.5,8.5,7.5,9,6 WIDE,8,10",https://www.kohls.com/product/prd-2963978/nike-initiator-womens-running-shoes.jsp,2018-02-01,2018,02,01,others
